id,gid,x,y,dir_x,dir_y,radius,time
1,1,-508.9993316,373.0000031,0,0,0,0
1,1,-508.9800681,373.0001653,0,0,0,0.0139
1,1,-508.9608045,373.0003275,0,0,0,0.0278
1,1,-508.9385804,373.0005706,0,0,0,0.0417
1,1,-508.8951099,373.0013935,0,0,0,0.0556
1,1,-508.8516395,373.0022165,0,0,0,0.0695
1,1,-508.8023988,373.0031783,0,0,0,0.0834
1,1,-508.7353382,373.0045689,0,0,0,0.0973
1,1,-508.6682776,373.0059594,0,0,0,0.1112
1,1,-508.5927951,373.0075204,0,0,0,0.1251
1,1,-508.5027807,373.0093754,0,0,0,0.139
1,1,-508.4127664,373.0112303,0,0,0,0.1529
1,1,-508.3118221,373.0132681,0,0,0,0.1668
1,1,-508.1994658,373.0154968,0,0,0,0.1807
1,1,-508.0871094,373.0177255,0,0,0,0.1946
1,1,-507.9614849,373.0201168,0,0,0,0.2085
1,1,-507.8274313,373.0226114,0,0,0,0.2224
1,1,-507.6933776,373.025106,0,0,0,0.2363
1,1,-507.5438547,373.0277272,0,0,0,0.2502
1,1,-507.3887205,373.0303942,0,0,0,0.2641
1,1,-507.2335863,373.0330612,0,0,0,0.278
1,1,-507.0609276,373.035798,0,0,0,0.2919
1,1,-506.8853237,373.0385466,0,0,0,0.3058
1,1,-506.7097198,373.0412951,0,0,0,0.3197
1,1,-506.5146927,373.0440306,0,0,0,0.3336
1,1,-506.3192372,373.0467658,0,0,0,0.3475
1,1,-506.121843,373.0494908,0,0,0,0.3614
1,1,-505.9071384,373.0521253,0,0,0,0.3753
1,1,-505.6924339,373.0547597,0,0,0,0.3892
1,1,-505.4735736,373.057348,0,0,0,0.4031
1,1,-505.2402354,373.0597757,0,0,0,0.417
1,1,-505.0068971,373.0622034,0,0,0,0.4309
1,1,-504.7673318,373.0645408,0,0,0,0.4448
1,1,-504.5159611,373.0667069,0,0,0,0.4587
1,1,-504.2645903,373.068873,0,0,0,0.4726
1,1,-504.0050611,373.0708736,0,0,0,0.4865
1,1,-503.7362438,373.072686,0,0,0,0.5004
1,1,-503.4674264,373.0744983,0,0,0,0.5143
1,1,-503.1886565,373.0760636,0,0,0,0.5282
